Uuid,Exchange,Closed (UTC),Opened (UTC),Side,Type,Time In Force,Bid/Ask,Quantity,Remaining,Total,Avg. Price per Share
82a0b400-f025-4452-9edf-da7de7296b05,HBAR-ETH,2019/09/28 01:56:16,2019/09/28 01:56:16,BOUGHT,LIMIT,GOOD_TIL_CANCELLED,0.00023800,"15,916.22747868",0.00000000,3.78806213,0.00023799
